rank,asc,slots,risk,gross,n,cagr,dd,dd_intraday,final_x,wiped
none,False,2,0.2,3.0,104,0.06307422834707399,-0.7908085540180674,-0.7965566921870104,2.437296773723359,False
none,False,2,0.2,4.0,108,-0.1777340806394302,-0.9981630684084087,-0.9983577871785583,0.05782596476414221,True
none,False,2,0.3,1.0,107,0.06552072461499225,-0.4765338969656254,-0.48517079804860774,2.520282272424997,False
none,False,2,0.3,2.0,99,0.1180847939573797,-0.5592535700399408,-0.5604714796409163,5.0822070532910395,False
none,False,2,0.3,3.0,104,0.06307422834707399,-0.7908085540180674,-0.7965566921870104,2.437296773723359,False
none,False,2,0.3,4.0,108,-0.1777340806394302,-0.9981630684084087,-0.9983577871785583,0.05782596476414221,True
none,False,3,0.05,1.0,156,0.08498480561083399,-0.5104876029879976,-0.5148198324139922,3.2806396172470995,False
none,False,3,0.05,2.0,166,0.09592230371026411,-0.6487028701334575,-0.650258515259843,3.796704985734501,False
none,False,3,0.05,3.0,160,0.09230706297918201,-0.6850581697894356,-0.6864746081019903,3.618305285172315,False
none,False,3,0.05,4.0,160,0.09230706297918201,-0.6850581697894356,-0.6864746081019903,3.618305285172315,False
none,False,3,0.1,1.0,156,0.08498480561083399,-0.5104876029879976,-0.5148198324139922,3.2806396172470995,False
none,False,3,0.1,2.0,169,0.0920940430650683,-0.6905633918839614,-0.692768392639305,3.608041023742411,False
none,False,3,0.1,3.0,166,0.1442724333695049,-0.6962091031794967,-0.6981660248751957,7.120371622435139,False
none,False,3,0.1,4.0,168,0.1451746413005779,-0.7970649981889915,-0.7996111047529234,7.202581740302496,False
none,False,3,0.2,1.0,156,0.08498480561083399,-0.5104876029879976,-0.5148198324139922,3.2806396172470995,False
none,False,3,0.2,2.0,169,0.0920940430650683,-0.6905633918839614,-0.692768392639305,3.608041023742411,False
none,False,3,0.2,3.0,166,0.1442724333695049,-0.6962091031794967,-0.6981660248751957,7.120371622435139,False
none,False,3,0.2,4.0,168,0.1606513970946084,-0.7563750480051165,-0.7577059919615506,8.758009021582962,False
none,False,3,0.3,1.0,156,0.08498480561083399,-0.5104876029879976,-0.5148198324139922,3.2806396172470995,False
none,False,3,0.3,2.0,169,0.0920940430650683,-0.6905633918839614,-0.692768392639305,3.608041023742411,False
none,False,3,0.3,3.0,166,0.1442724333695049,-0.6962091031794967,-0.6981660248751957,7.120371622435139,False
none,False,3,0.3,4.0,168,0.1606513970946084,-0.7563750480051165,-0.7577059919615506,8.758009021582962,False
none,False,5,0.05,1.0,294,0.06469709746246188,-0.5273734311150013,-0.5315978817036142,2.4920553327473614,False
none,False,5,0.05,2.0,295,0.14147430726583687,-0.5053740850797241,-0.5114965546615231,6.870927757231083,False
none,False,5,0.05,3.0,300,0.1727283490822047,-0.5283122672600069,-0.5346347592068745,10.183236170818274,False
